pedigree_id1,pedigree_id2,Y,A,Genetic_Covariance
9..9_0.9_0,9..9_0.9_0,1.0216322586331819,0.11445849758704367,1.028511435442616
9..9_0.9_0,9..9_1.9_0,0.5291853861327653,0.11445849758704367,1.028511435442616
9..9_0.9_0,9..9_2.9_1,-0.2999123332409892,-0.22491463374984935,-0.15508652493468544
9..9_0.9_0,9..9_3.9_1,0.9531437538975407,-0.43787910836299065,-0.10568679089482
9..9_0.9_0,9..9_4.9_2,-0.45995055042962296,0.49486366737564785,-0.035660130640623504
9..9_0.9_0,9..9_5.9_2,0.24297582284811814,-0.09574480469999336,-0.13634826059033708
9..9_0.9_0,9..9_6.9_3,0.6140373213810829,-0.1493503889401456,-0.005238958046779523
9..9_0.9_0,9..9_7.9_3,-0.46000434044759825,-0.2524913346905026,0.07247760684842292
9..9_0.9_0,9..9_8.9_4,-0.2121217773094434,0.18702987604739968,-0.03909494085694219
9..9_0.9_0,9..9_9.9_4,-1.2885145979491355,0.31179868400797217,0.026046883186977718
9..9_0.9_0,9..9_10.9_5,-0.8118005922738823,-0.08247350613685134,-0.06045990544418462
9..9_0.9_0,9..9_11.9_5,2.0170572901445656,-0.31741481579604547,-0.14754550780493386
9..9_0.9_0,9..9_12.9_6,0.2349072260218593,0.28274556766101344,-0.006743091513915913
9..9_0.9_0,9..9_13.9_6,-0.4519017762838022,0.17505433517981012,-0.17345184613765507
9..9_0.9_0,9..9_14.9_7,-1.1695340290254541,0.43540297073475615,0.04300392034138686
9..9_0.9_0,9..9_15.9_7,-0.672188581216021,0.37651450951628007,-0.054990807696101034
9..9_0.9_0,9..9_16.9_8,0.3750594889011622,-0.14375947870384775,-0.02705980227652567
9..9_0.9_0,9..9_17.9_8,0.5997732332904778,-0.22355701473149997,0.013891042191187681
9..9_0.9_0,9..9_18.9_9,-0.30170456644778,-0.2952790576755345,-0.09475044474325788
9..9_0.9_0,9..9_19.9_9,-0.20290437407412337,-0.2890750110829494,0.35357046825283917
9..9_0.9_0,9..9_20.9_10,1.559048509746256,-0.7116591951672673,-0.007168476594556974
9..9_0.9_0,9..9_21.9_10,1.0480350323818268,-0.4903374797739354,-0.01614110771682819
9..9_0.9_0,9..9_22.9_11,-0.9657773898820308,0.16684437280265277,-0.06533354266920281
9..9_0.9_0,9..9_23.9_11,-0.1468110547903547,0.16684437280265277,-0.06533354266920281
9..9_0.9_0,9..9_24.9_12,1.0184770980637883,-0.7516321774099805,-0.058898004964515076
9..9_0.9_0,9..9_25.9_12,0.3725277828201369,-0.8687991618303417,-0.09879856184498223
9..9_0.9_0,9..9_26.9_13,-2.012402857026282,0.2644970813572565,-0.0923811700682159
9..9_0.9_0,9..9_27.9_13,-1.1455967285122945,0.07179028777190069,-0.1308504062653509
9..9_0.9_0,9..9_28.9_14,0.20358578200848548,-0.12770669718695846,0.024014023801523007
9..9_0.9_0,9..9_29.9_14,0.08529414546267977,-0.05534157718791085,-0.08187586059789795
9..9_0.9_0,9..9_30.9_15,0.9848883592282063,-0.7293918133367171,0.022207062847996378
9..9_0.9_0,9..9_31.9_15,-0.915345924633737,0.4696330942738355,0.05859501240098386
9..9_0.9_0,9..9_32.9_16,-0.13581069582173888,-0.2272773502726946,-0.1600958907991882
9..9_0.9_0,9..9_33.9_16,-0.2790846743750873,0.4295513280362514,-0.0969801295243657
9..9_0.9_0,9..9_34.9_17,0.5186279264069082,0.3368545137514694,0.47431538298724957
9..9_0.9_0,9..9_35.9_17,0.003323038380763067,-0.14375947870384775,-0.02705980227652567
9..9_0.9_0,9..9_36.9_18,1.3897824636398477,-0.04350995077322835,-0.05295089253742079
