pedigree_id1,pedigree_id2,Y,A,Genetic_Covariance
3..3_0.3_0,3..3_0.3_0,1.4123886927411133,0.8595676343332568,0.9504970977621803
3..3_0.3_0,3..3_1.3_0,1.1158809128347345,0.6676132073569044,0.47545585015499103
3..3_0.3_0,3..3_2.3_1,-1.2667221605763164,-1.4663864993851006,-0.04772999978437307
3..3_0.3_0,3..3_3.3_1,-0.5526926105842129,-0.6504606428257981,-0.09146023786243666
3..3_0.3_0,3..3_4.3_2,0.9031877088739471,0.23321574370106954,-0.07553460781234979
3..3_0.3_0,3..3_5.3_2,0.5318691819588305,0.65345382217939,-0.08819987452047284
3..3_0.3_0,3..3_6.3_3,2.1484543786781964,2.228461431878788,-0.05288678141228067
3..3_0.3_0,3..3_7.3_3,1.174005326959234,2.060398285376715,-0.08040902002719409
3..3_0.3_0,3..3_8.3_4,-1.595233197723071,0.15777567520434238,-0.08798326621971396
3..3_0.3_0,3..3_9.3_4,-0.40922927879849313,-0.9453182528914147,-0.030141017107824016
3..3_0.3_0,3..3_10.3_5,0.11313925492406707,-1.017959569835148,-0.05899001168093607
3..3_0.3_0,3..3_11.3_5,-0.23025872958557184,0.49883104658386573,0.003874071467798581
3..3_0.3_0,3..3_12.3_6,-1.3433034724275346,-0.8079071098216126,-0.029446942913352286
3..3_0.3_0,3..3_13.3_6,1.742753605440814,0.339059553468461,-0.04289569603468124
3..3_0.3_0,3..3_14.3_7,-0.6341951938576184,-1.1504716437492493,-0.03082814983058298
3..3_0.3_0,3..3_15.3_7,0.9340497133727098,-0.4933951633264874,-0.004005242556747333
3..3_0.3_0,3..3_16.3_8,0.005570222281928663,-0.1805533206050821,-0.0537624499614454
3..3_0.3_0,3..3_17.3_8,-0.27931980126466793,0.5241313353893737,-0.03872905822402383
3..3_0.3_0,3..3_18.3_9,1.7345746630465033,0.530517091820024,-0.028465095001027167
3..3_0.3_0,3..3_19.3_9,0.9399134957080922,0.7945583031254927,0.4313789861224389
3..3_0.3_0,3..3_20.3_10,0.026749266467818965,-1.8328321034043107,-0.0038846577222155483
3..3_0.3_0,3..3_21.3_10,0.2010610524201043,-1.221701629069565,-0.030310003382131318
3..3_0.3_0,3..3_22.3_11,1.2849077919611178,0.5178959973203411,-0.06739424192991236
3..3_0.3_0,3..3_23.3_11,-0.6381674740182751,-0.627307084562325,-0.08186601078175047
3..3_0.3_0,3..3_24.3_12,1.5353629952498635,0.5041525159214627,-0.06329215777886614
3..3_0.3_0,3..3_25.3_12,-0.8949324444135016,0.027886506462214484,-0.04268040524022134
3..3_0.3_0,3..3_26.3_13,0.6574663116103572,0.405137450141424,-0.0818852471780911
3..3_0.3_0,3..3_27.3_13,-0.011467411355048635,0.405137450141424,-0.0818852471780911
3..3_0.3_0,3..3_28.3_14,-0.554755771637136,0.036300701463163804,-0.036486287987229374
3..3_0.3_0,3..3_29.3_14,0.8748670649200486,1.4249691939027669,-0.06728063639520887
3..3_0.3_0,3..3_30.3_15,-2.5558967798763708,-1.0644010971682567,-0.045812226042628384
3..3_0.3_0,3..3_31.3_15,-1.1995211853550762,0.5684300618791293,-0.0428820337215772
3..3_0.3_0,3..3_32.3_16,0.844042416449287,0.4100718971862718,-0.03385954011821822
3..3_0.3_0,3..3_33.3_16,0.13249727781055523,0.07888444126433908,-0.05905448177854623
3..3_0.3_0,3..3_34.3_17,0.4888343752132958,-1.3300589877819635,-0.05090612865925764
3..3_0.3_0,3..3_35.3_17,-0.5695857167525089,-1.3300589877819635,-0.05090612865925764
3..3_0.3_0,3..3_36.3_18,0.9841447867175808,0.4034474878385246,0.41387292961639305
3..3_0.3_0,3..3_37.3_18,0.6550459869119325,0.4034474878385246,0.41387292961639305
3..3_0.3_0,3..3_38.3_19,2.3219182356613848,1.0591797481665504,-0.051408248583339713
3..3_0.3_0,3..3_39.3_19,-2.049638448509606,-0.5956074777147405,-0.030560698483923742
3..3_0.3_0,3..3_40.3_20,-1.1920595728673409,-0.27323389948309273,-0.05576119400670826
3..3_0.3_0,3..3_41.3_20,-1.1369764705045076,-0.7704485572420202,-0.06536690318757667
3..3_0.3_0,3..3_42.3_21,0.3602674353101742,-0.27551365591354804,-0.05816435525105398
3..3_0.3_0,3..3_43.3_21,0.867939655234704,0.3530279908949309,0.017349744989908943
3..3_0.3_0,3..3_44.3_22,1.264333791540266,1.1146411099147226,-0.010962348869313618
3..3_0.3_0,3..3_45.3_22,0.3603953004200105,1.3379103955947889,0.4948200992118289
3..3_0.3_0,3..3_46.3_23,0.6110008717908724,-0.5062637317700802,0.004832250101785934
3..3_0.3_0,3..3_47.3_23,0.5949039707720972,-0.5062637317700802,0.004832250101785934
3..3_0.3_0,3..3_48.3_24,-1.1805613257352772,-0.8381799486931998,-0.0630882529172753
3..3_0.3_0,3..3_49.3_24,-1.706169892408941,-0.8381799486931998,-0.0630882529172753
3..3_0.3_0,3..3_50.3_25,0.4312496715506352,-0.23179763119759525,-0.011515658951871533
3..3_0.3_0,3..3_51.3_25,-0.8984516637264656,-0.23179763119759525,-0.011515658951871533
3..3_0.3_0,3..3_52.3_26,0.88479686536952,0.4814996223101181,-0.07059082937778688
3..3_0.3_0,3..3_53.3_26,0.37005593308308316,1.1284987368360464,-0.03716264182205445
3..3_0.3_0,3..3_54.3_27,-0.08015715956370463,-1.0194448946527996,-0.058222289987439536
3..3_0.3_0,3..3_55.3_27,-0.930419259317769,-1.0194448946527996,-0.058222289987439536
3..3_0.3_0,3..3_56.3_28,0.31890075580786037,-0.14124155729003626,-0.03401615700945858
3..3_0.3_0,3..3_57.3_28,2.071485700658489,0.8728923060301795,-0.06083661914363777
3..3_0.3_0,3..3_58.3_29,0.4431924140231989,-0.5403532546033442,-0.06809185547006165
3..3_0.3_0,3..3_59.3_29,-1.8176133506112468,0.405137450141424,-0.0818852471780911
3..3_0.3_0,3..3_60.3_30,0.5429685711771827,-0.06191317163656777,0.007347102227610542
3..3_0.3_0,3..3_61.3_30,-0.9395517174967053,0.08196035580642147,0.4884535482615596
3..3_0.3_0,3..3_62.3_31,-0.6080663447377632,0.27591029215952334,-0.06552306807917295
3..3_0.3_0,3..3_63.3_31,0.3856810419614366,1.283924894361552,-0.00960310871705741
3..3_0.3_0,3..3_64.3_32,-0.5863018286249682,-1.1818414343000854,-0.0462316083130403
3..3_0.3_0,3..3_65.3_32,-1.9114329792770701,-1.1158543811380348,-0.0052379712160863755
3..3_0.3_0,3..3_66.3_33,-2.1536756348935775,-1.796979061101951,-0.04923079281408373
3..3_0.3_0,3..3_67.3_33,-1.5062211378994552,-1.2353028585942862,-0.010463274833393706
3..3_0.3_0,3..3_68.3_34,-0.49098206751587786,0.6673941035149283,-0.027753799891288768
3..3_0.3_0,3..3_69.3_34,-0.03814675025325697,-0.6093109645187529,0.0046816933149514215
3..3_0.3_0,3..3_70.3_35,-2.552011807432322,0.15507878809725734,-0.00797080591610498
3..3_0.3_0,3..3_71.3_35,-1.5080546964467996,-1.796979061101951,-0.04923079281408373
3..3_0.3_0,3..3_72.3_36,1.8326924031320166,0.4584921209581909,-0.05386256152536512
3..3_0.3_0,3..3_73.3_36,0.23235904216958822,0.4584921209581909,-0.05386256152536512
3..3_0.3_0,3..3_74.3_37,-1.1188373574223105,-0.6197856871697978,-0.0026740910883191406
3..3_0.3_0,3..3_75.3_37,-0.017324068404048876,-0.8078936094675887,-0.04125763680373934
3..3_0.3_0,3..3_76.3_38,1.4263424562025824,0.052554182991720065,-0.020756124101882573
3..3_0.3_0,3..3_77.3_38,1.743217616215775,0.052554182991720065,-0.020756124101882573
3..3_0.3_0,3..3_78.3_39,0.1158231984670273,0.15183251136955223,-0.01490902330666332
3..3_0.3_0,3..3_79.3_39,-0.8890731760334436,0.7350001411078579,0.017670849358343982
3..3_0.3_0,3..3_80.3_40,1.1774658329377568,2.4889144998142214,-0.02370849610097467
3..3_0.3_0,3..3_81.3_40,0.9250483895036317,1.1871281716057298,-0.005106618477146161
3..3_0.3_0,3..3_82.3_41,0.3412695324988558,0.31544078756019206,-0.04410764695038593
3..3_0.3_0,3..3_83.3_41,2.2090512927110715,0.31544078756019206,-0.04410764695038593
3..3_0.3_0,3..3_84.3_42,-1.9403406600928916,-1.5348069195598892,-0.09234331638878514
3..3_0.3_0,3..3_85.3_42,-1.5772386864425354,-0.818309290713428,-0.06264319878969521
3..3_0.3_0,3..3_86.3_43,-0.3558945469720596,0.7109827421955875,-0.0487754958142763
3..3_0.3_0,3..3_87.3_43,-0.07941219280184753,0.42557432572677656,-0.039687004820873055
3..3_0.3_0,3..3_88.3_44,0.21606547610898746,-0.3911639872381223,-0.044194080791560314
3..3_0.3_0,3..3_89.3_44,-0.26969914010114393,0.8153116925154886,-0.0555362388739842
3..3_0.3_0,3..3_90.3_45,-2.2685021041397246,-0.460306999462874,-0.051566009552930066
3..3_0.3_0,3..3_91.3_45,-1.6037670050118593,-0.460306999462874,-0.051566009552930066
3..3_0.3_0,3..3_92.3_46,-2.2868362103732203,-1.0389183755134452,0.026764738662793358
3..3_0.3_0,3..3_93.3_46,0.7775742424926358,1.6040973276207606,0.008294951912081128
3..3_0.3_0,3..3_94.3_47,1.3119768027243404,1.5259305948270696,0.016751499508038996
3..3_0.3_0,3..3_95.3_47,1.0364535313039365,-1.089723193066404,-0.013343385500342883
3..3_0.3_0,3..3_96.3_48,0.675523812475245,-0.3008948483741279,-0.030025292765067362
3..3_0.3_0,3..3_97.3_48,-0.28104923634120305,-0.8428341955560074,-0.06488318842791932
3..3_0.3_0,3..3_98.3_49,1.895574176676888,1.641252707220394,-0.018372189392461533
3..3_0.3_0,3..3_99.3_49,0.5234532176509631,1.1803089324292448,-0.0391490669478287
3..3_1.3_0,3..3_1.3_0,0.8816200653746809,0.5185251012657033,0.98544057204079
3..3_1.3_0,3..3_2.3_1,-1.0007946736734317,-1.1389202605781192,-0.038389949494302945
3..3_1.3_0,3..3_3.3_1,-0.436663885788252,-0.5052029632935232,-0.09204599797902734
3..3_1.3_0,3..3_4.3_2,0.7135783019356898,0.181135147997013,-0.07993354452319928
3..3_1.3_0,3..3_5.3_2,0.420211993570293,0.5075277205187018,-0.05543926683143584
3..3_1.3_0,3..3_6.3_3,1.6974217122981796,1.7308123579615289,-0.007682118911855476
3..3_1.3_0,3..3_7.3_3,0.9275422145851456,1.6002802488020516,-0.04154554768920265
3..3_1.3_0,3..3_8.3_4,-1.2603402207962722,0.12254198548061464,-0.08459502770196685
3..3_1.3_0,3..3_9.3_4,-0.32331832131713717,-0.7342144184795826,-0.03909998499454058
3..3_1.3_0,3..3_10.3_5,0.089387528879949,-0.7906338329088526,-0.0364448198589559
3..3_1.3_0,3..3_11.3_5,-0.18191969581649062,0.3874345445746981,-0.026483433702839895
3..3_1.3_0,3..3_12.3_6,-1.0612989984487662,-0.6274892577276107,-0.03127256032775661
3..3_1.3_0,3..3_13.3_6,1.3768911448243795,0.2633424374472415,-0.016860294559270173
3..3_1.3_0,3..3_14.3_7,-0.5010563419789126,-0.8935539605936619,-0.046333016319759376
3..3_1.3_0,3..3_15.3_7,0.7379613361025469,-0.3832125760973822,-0.06340027031899347
3..3_1.3_0,3..3_16.3_8,0.004400845713786987,-0.14023303885981903,-0.026583462756679707
3..3_1.3_0,3..3_17.3_8,-0.22068120228513166,0.40708489700985334,-0.020608153981113125
3..3_1.3_0,3..3_18.3_9,1.3704292368865063,0.41204461764355693,-0.0332467952868063
3..3_1.3_0,3..3_19.3_9,0.742594113764036,0.617121441052316,-0.01095802313080674
3..3_1.3_0,3..3_20.3_10,0.021133697853272612,-1.4235330301257612,-0.019660061503610257
3..3_1.3_0,3..3_21.3_10,0.1588515908284625,-0.9488772150535248,-0.0051868047509603275
3..3_1.3_0,3..3_22.3_11,1.0151625308040095,0.4022420040472182,-0.02944792545203778
3..3_1.3_0,3..3_23.3_11,-0.5041947072423065,-0.4872199440678257,-0.04201766527730611
3..3_1.3_0,3..3_24.3_12,1.2130387827921598,0.39156764948747236,-0.0755337270444331
3..3_1.3_0,3..3_25.3_12,-0.7070560944943828,0.021659028653003044,-0.018251248395538672
3..3_1.3_0,3..3_26.3_13,0.5194420712431518,0.3146641424198274,-0.036087989906989276
3..3_1.3_0,3..3_27.3_13,-0.009060016917785242,0.3146641424198274,-0.036087989906989276
3..3_1.3_0,3..3_28.3_14,-0.4382939201059246,0.028194206907204637,-0.038012476193513875
3..3_1.3_0,3..3_29.3_14,0.6912031114589021,1.1067520645587454,-0.03269479365189654
